Subj,Trial,Game,Stim11,Stim12,Stim13,Stim21,Stim22,Stim23,Stim31,Stim32,Stim33,Choice,Chosen1,Chosen2,Chosen3,Unchosen1,Unchosen2,Unchosen3,Unchosen4,Unchosen5,Unchosen6,Outcome,Dim,Feat,CenterDim,CenterFeat,Correct,LearnedGame,RT,WithinGameTrial,Adult,Age,IQ,PoL,AgeGroup,MeanLearned,Learned
70,1,1,1,6,9,3,4,7,2,5,8,1.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,1.0,2,4,,,0.0,False,1.099,1,True,18.669787880654635,104.0,,Adult,0.4511278195488721,False
70,2,1,3,5,8,2,4,7,1,6,9,3.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,0.0,2,4,,,0.0,False,0.73071,2,True,18.669787880654635,104.0,,Adult,0.4511278195488721,False
70,3,1,3,5,7,1,6,8,2,4,9,2.0,1.0,6.0,8.0,2.0,3.0,4.0,5.0,7.0,9.0,0.0,2,4,,,0.0,False,1.0889,3,True,18.669787880654635,104.0,,Adult,0.4511278195488721,False
70,4,1,1,6,9,3,4,8,2,5,7,1.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,0.0,2,4,,,0.0,False,0.75018,4,True,18.669787880654635,104.0,,Adult,0.4511278195488721,False
70,5,1,1,5,9,2,6,8,3,4,7,1.0,1.0,5.0,9.0,2.0,3.0,4.0,6.0,7.0,8.0,0.0,2,4,,,0.0,False,0.44652,5,True,18.669787880654635,104.0,,Adult,0.4511278195488721,False
70,6,1,3,4,9,2,5,7,1,6,8,2.0,2.0,5.0,7.0,1.0,3.0,4.0,6.0,8.0,9.0,0.0,2,4,,,0.0,False,0.34763,6,True,18.669787880654635,104.0,,Adult,0.4511278195488721,False
70,7,1,1,4,9,3,6,7,2,5,8,3.0,2.0,5.0,8.0,1.0,3.0,4.0,6.0,7.0,9.0,1.0,2,4,,,0.0,False,0.699,7,True,18.669787880654635,104.0,,Adult,0.4511278195488721,False
70,8,1,3,5,7,2,4,9,1,6,8,3.0,1.0,6.0,8.0,2.0,3.0,4.0,5.0,7.0,9.0,0.0,2,4,,,0.0,False,0.93724,8,True,18.669787880654635,104.0,,Adult,0.4511278195488721,False
70,9,1,1,5,8,3,6,9,2,4,7,3.0,2.0,4.0,7.0,1.0,3.0,5.0,6.0,8.0,9.0,1.0,2,4,,,1.0,False,1.1043,9,True,18.669787880654635,104.0,,Adult,0.4511278195488721,False
70,10,1,2,4,7,1,6,8,3,5,9,1.0,2.0,4.0,7.0,1.0,3.0,5.0,6.0,8.0,9.0,1.0,2,4,,,1.0,False,0.47171,10,True,18.669787880654635,104.0,,Adult,0.4511278195488721,False
70,11,1,2,6,8,3,4,7,1,5,9,1.0,2.0,6.0,8.0,1.0,3.0,4.0,5.0,7.0,9.0,1.0,2,4,,,0.0,False,0.41341,11,True,18.669787880654635,104.0,,Adult,0.4511278195488721,False
70,12,1,3,6,8,1,4,7,2,5,9,3.0,2.0,5.0,9.0,1.0,3.0,4.0,6.0,7.0,8.0,0.0,2,4,,,0.0,False,0.45995,12,True,18.669787880654635,104.0,,Adult,0.4511278195488721,False
70,13,1,3,5,9,2,4,7,1,6,8,2.0,2.0,4.0,7.0,1.0,3.0,5.0,6.0,8.0,9.0,1.0,2,4,,,1.0,False,0.49933,13,True,18.669787880654635,104.0,,Adult,0.4511278195488721,False
70,14,1,2,5,7,3,6,9,1,4,8,1.0,2.0,5.0,7.0,1.0,3.0,4.0,6.0,8.0,9.0,0.0,2,4,,,0.0,False,0.49817,14,True,18.669787880654635,104.0,,Adult,0.4511278195488721,False
70,15,1,3,5,8,2,6,7,1,4,9,2.0,2.0,6.0,7.0,1.0,3.0,4.0,5.0,8.0,9.0,1.0,2,4,,,0.0,False,0.5605,15,True,18.669787880654635,104.0,,Adult,0.4511278195488721,False
70,16,1,2,5,8,3,4,9,1,6,7,1.0,2.0,5.0,8.0,1.0,3.0,4.0,6.0,7.0,9.0,1.0,2,4,,,0.0,False,0.84787,16,True,18.669787880654635,104.0,,Adult,0.4511278195488721,False
70,17,1,3,4,9,1,5,8,2,6,7,3.0,2.0,6.0,7.0,1.0,3.0,4.0,5.0,8.0,9.0,0.0,2,4,,,0.0,False,0.59823,17,True,18.669787880654635,104.0,,Adult,0.4511278195488721,False
70,18,1,3,5,7,2,4,9,1,6,8,2.0,2.0,4.0,9.0,1.0,3.0,5.0,6.0,7.0,8.0,1.0,2,4,,,1.0,False,0.65315,18,True,18.669787880654635,104.0,,Adult,0.4511278195488721,False
70,19,1,1,5,9,2,6,7,3,4,8,2.0,2.0,6.0,7.0,1.0,3.0,4.0,5.0,8.0,9.0,0.0,2,4,,,0.0,False,0.55554,19,True,18.669787880654635,104.0,,Adult,0.4511278195488721,False
70,20,1,3,6,8,1,4,9,2,5,7,3.0,2.0,5.0,7.0,1.0,3.0,4.0,6.0,8.0,9.0,0.0,2,4,,,0.0,False,0.44991,20,True,18.669787880654635,104.0,,Adult,0.4511278195488721,False
70,21,2,2,4,8,1,5,7,3,6,9,2.0,1.0,5.0,7.0,2.0,3.0,4.0,6.0,8.0,9.0,1.0,3,7,,,1.0,False,1.5493,1,True,18.669787880654635,104.0,17.0,Adult,0.4511278195488721,False
70,22,2,1,4,9,3,6,8,2,5,7,3.0,2.0,5.0,7.0,1.0,3.0,4.0,6.0,8.0,9.0,0.0,3,7,,,1.0,False,0.90009,2,True,18.669787880654635,104.0,17.0,Adult,0.4511278195488721,False
70,23,2,1,4,7,2,5,9,3,6,8,1.0,1.0,4.0,7.0,2.0,3.0,5.0,6.0,8.0,9.0,1.0,3,7,,,1.0,False,0.79444,3,True,18.669787880654635,104.0,17.0,Adult,0.4511278195488721,False
70,24,2,3,6,9,2,4,7,1,5,8,3.0,1.0,5.0,8.0,2.0,3.0,4.0,6.0,7.0,9.0,0.0,3,7,,,0.0,False,0.43386,4,True,18.669787880654635,104.0,17.0,Adult,0.4511278195488721,False
70,25,2,2,6,8,3,5,9,1,4,7,3.0,1.0,4.0,7.0,2.0,3.0,5.0,6.0,8.0,9.0,1.0,3,7,,,1.0,False,0.76074,5,True,18.669787880654635,104.0,17.0,Adult,0.4511278195488721,False
70,26,2,1,4,7,2,6,9,3,5,8,1.0,1.0,4.0,7.0,2.0,3.0,5.0,6.0,8.0,9.0,1.0,3,7,,,1.0,False,1.4064,6,True,18.669787880654635,104.0,17.0,Adult,0.4511278195488721,False
70,27,2,3,6,7,1,4,8,2,5,9,2.0,1.0,4.0,8.0,2.0,3.0,5.0,6.0,7.0,9.0,0.0,3,7,,,0.0,False,1.2773,7,True,18.669787880654635,104.0,17.0,Adult,0.4511278195488721,False
70,28,2,1,5,7,3,4,9,2,6,8,1.0,1.0,5.0,7.0,2.0,3.0,4.0,6.0,8.0,9.0,1.0,3,7,,,1.0,False,1.9632,8,True,18.669787880654635,104.0,17.0,Adult,0.4511278195488721,False
70,29,2,2,4,8,1,6,7,3,5,9,2.0,1.0,6.0,7.0,2.0,3.0,4.0,5.0,8.0,9.0,1.0,3,7,,,1.0,False,0.40243,9,True,18.669787880654635,104.0,17.0,Adult,0.4511278195488721,False
70,30,2,2,4,9,3,6,8,1,5,7,3.0,1.0,5.0,7.0,2.0,3.0,4.0,6.0,8.0,9.0,0.0,3,7,,,1.0,False,0.61726,10,True,18.669787880654635,104.0,17.0,Adult,0.4511278195488721,False
70,31,2,1,4,7,3,5,9,2,6,8,1.0,1.0,4.0,7.0,2.0,3.0,5.0,6.0,8.0,9.0,0.0,3,7,,,1.0,False,0.99983,11,True,18.669787880654635,104.0,17.0,Adult,0.4511278195488721,False
70,32,2,3,5,8,2,6,7,1,4,9,2.0,2.0,6.0,7.0,1.0,3.0,4.0,5.0,8.0,9.0,0.0,3,7,,,1.0,False,1.4144,12,True,18.669787880654635,104.0,17.0,Adult,0.4511278195488721,False
70,33,2,1,6,9,2,5,7,3,4,8,2.0,2.0,5.0,7.0,1.0,3.0,4.0,6.0,8.0,9.0,0.0,3,7,,,1.0,False,1.0214,13,True,18.669787880654635,104.0,17.0,Adult,0.4511278195488721,False
70,34,2,3,6,7,2,4,8,1,5,9,3.0,1.0,5.0,9.0,2.0,3.0,4.0,6.0,7.0,8.0,0.0,3,7,,,0.0,False,1.2445,14,True,18.669787880654635,104.0,17.0,Adult,0.4511278195488721,False
70,35,2,2,4,7,1,6,8,3,5,9,1.0,2.0,4.0,7.0,1.0,3.0,5.0,6.0,8.0,9.0,1.0,3,7,,,1.0,False,1.2175,15,True,18.669787880654635,104.0,17.0,Adult,0.4511278195488721,False
70,36,2,2,5,8,1,4,9,3,6,7,2.0,1.0,4.0,9.0,2.0,3.0,5.0,6.0,7.0,8.0,0.0,3,7,,,0.0,False,0.46521,16,True,18.669787880654635,104.0,17.0,Adult,0.4511278195488721,False
70,37,2,2,4,7,1,6,8,3,5,9,1.0,2.0,4.0,7.0,1.0,3.0,5.0,6.0,8.0,9.0,1.0,3,7,,,1.0,False,0.47977,17,True,18.669787880654635,104.0,17.0,Adult,0.4511278195488721,False
70,38,2,1,5,7,2,4,9,3,6,8,1.0,1.0,5.0,7.0,2.0,3.0,4.0,6.0,8.0,9.0,1.0,3,7,,,1.0,False,0.43002,18,True,18.669787880654635,104.0,17.0,Adult,0.4511278195488721,False
70,39,2,1,5,7,3,6,8,2,4,9,1.0,1.0,5.0,7.0,2.0,3.0,4.0,6.0,8.0,9.0,1.0,3,7,,,1.0,False,0.5895,19,True,18.669787880654635,104.0,17.0,Adult,0.4511278195488721,False
70,40,2,1,4,8,2,6,9,3,5,7,3.0,3.0,5.0,7.0,1.0,2.0,4.0,6.0,8.0,9.0,1.0,3,7,,,1.0,False,0.80312,20,True,18.669787880654635,104.0,17.0,Adult,0.4511278195488721,False
70,41,3,2,6,9,1,5,8,3,4,7,2.0,1.0,5.0,8.0,2.0,3.0,4.0,6.0,7.0,9.0,1.0,1,1,,,1.0,True,0.77398,1,True,18.669787880654635,104.0,3.0,Adult,0.4511278195488721,False
70,42,3,1,5,9,3,6,7,2,4,8,3.0,2.0,4.0,8.0,1.0,3.0,5.0,6.0,7.0,9.0,0.0,1,1,,,0.0,True,0.59712,2,True,18.669787880654635,104.0,3.0,Adult,0.4511278195488721,False
70,43,3,2,5,9,3,6,8,1,4,7,3.0,1.0,4.0,7.0,2.0,3.0,5.0,6.0,8.0,9.0,1.0,1,1,,,1.0,True,0.45962,3,True,18.669787880654635,104.0,3.0,Adult,0.4511278195488721,False
70,44,3,2,5,7,3,4,9,1,6,8,3.0,1.0,6.0,8.0,2.0,3.0,4.0,5.0,7.0,9.0,1.0,1,1,,,1.0,True,0.53073,4,True,18.669787880654635,104.0,3.0,Adult,0.4511278195488721,False
