Subj,Trial,Game,Stim11,Stim12,Stim13,Stim21,Stim22,Stim23,Stim31,Stim32,Stim33,Choice,Chosen1,Chosen2,Chosen3,Unchosen1,Unchosen2,Unchosen3,Unchosen4,Unchosen5,Unchosen6,Outcome,Dim,Feat,CenterDim,CenterFeat,Correct,LearnedGame,RT,WithinGameTrial,Adult,Age,IQ,PoL,AgeGroup,MeanLearned,Learned
69,1,1,3,6,9,1,5,7,2,4,8,2.0,1.0,5.0,7.0,2.0,3.0,4.0,6.0,8.0,9.0,0.0,3,8,,,0.0,False,1.4951,1,True,22.06479256932038,118.0,16.0,Adult,0.5,False
69,2,1,3,6,9,1,4,8,2,5,7,2.0,1.0,4.0,8.0,2.0,3.0,5.0,6.0,7.0,9.0,1.0,3,8,,,1.0,False,1.206,2,True,22.06479256932038,118.0,16.0,Adult,0.5,False
69,3,1,1,6,9,2,4,7,3,5,8,3.0,3.0,5.0,8.0,1.0,2.0,4.0,6.0,7.0,9.0,1.0,3,8,,,1.0,False,1.0681,3,True,22.06479256932038,118.0,16.0,Adult,0.5,False
69,4,1,3,6,7,1,5,9,2,4,8,3.0,2.0,4.0,8.0,1.0,3.0,5.0,6.0,7.0,9.0,1.0,3,8,,,1.0,False,0.91531,4,True,22.06479256932038,118.0,16.0,Adult,0.5,False
69,5,1,2,4,8,3,6,7,1,5,9,1.0,2.0,4.0,8.0,1.0,3.0,5.0,6.0,7.0,9.0,1.0,3,8,,,1.0,False,0.85832,5,True,22.06479256932038,118.0,16.0,Adult,0.5,False
69,6,1,2,5,7,3,4,8,1,6,9,2.0,3.0,4.0,8.0,1.0,2.0,5.0,6.0,7.0,9.0,1.0,3,8,,,1.0,False,0.80119,6,True,22.06479256932038,118.0,16.0,Adult,0.5,False
69,7,1,3,6,7,1,5,9,2,4,8,3.0,2.0,4.0,8.0,1.0,3.0,5.0,6.0,7.0,9.0,1.0,3,8,,,1.0,False,1.0233,7,True,22.06479256932038,118.0,16.0,Adult,0.5,False
69,8,1,3,6,8,1,5,9,2,4,7,1.0,3.0,6.0,8.0,1.0,2.0,4.0,5.0,7.0,9.0,1.0,3,8,,,1.0,False,0.6061,8,True,22.06479256932038,118.0,16.0,Adult,0.5,False
69,9,1,2,5,9,3,4,7,1,6,8,3.0,1.0,6.0,8.0,2.0,3.0,4.0,5.0,7.0,9.0,1.0,3,8,,,1.0,False,0.93245,9,True,22.06479256932038,118.0,16.0,Adult,0.5,False
69,10,1,3,4,8,1,6,9,2,5,7,1.0,3.0,4.0,8.0,1.0,2.0,5.0,6.0,7.0,9.0,0.0,3,8,,,1.0,False,0.64356,10,True,22.06479256932038,118.0,16.0,Adult,0.5,False
69,11,1,2,4,8,1,6,9,3,5,7,1.0,2.0,4.0,8.0,1.0,3.0,5.0,6.0,7.0,9.0,0.0,3,8,,,1.0,False,0.73833,11,True,22.06479256932038,118.0,16.0,Adult,0.5,False
69,12,1,3,5,8,1,6,9,2,4,7,1.0,3.0,5.0,8.0,1.0,2.0,4.0,6.0,7.0,9.0,0.0,3,8,,,1.0,False,0.83249,12,True,22.06479256932038,118.0,16.0,Adult,0.5,False
69,13,1,3,5,7,1,4,9,2,6,8,3.0,2.0,6.0,8.0,1.0,3.0,4.0,5.0,7.0,9.0,1.0,3,8,,,1.0,False,1.8231,13,True,22.06479256932038,118.0,16.0,Adult,0.5,False
69,14,1,1,6,7,3,4,9,2,5,8,3.0,2.0,5.0,8.0,1.0,3.0,4.0,6.0,7.0,9.0,1.0,3,8,,,1.0,False,0.86255,14,True,22.06479256932038,118.0,16.0,Adult,0.5,False
69,15,1,2,5,7,1,6,8,3,4,9,1.0,2.0,5.0,7.0,1.0,3.0,4.0,6.0,8.0,9.0,0.0,3,8,,,0.0,False,1.4695,15,True,22.06479256932038,118.0,16.0,Adult,0.5,False
69,16,1,1,6,7,3,5,8,2,4,9,2.0,3.0,5.0,8.0,1.0,2.0,4.0,6.0,7.0,9.0,1.0,3,8,,,1.0,False,0.57972,16,True,22.06479256932038,118.0,16.0,Adult,0.5,False
69,17,1,2,5,8,1,6,9,3,4,7,1.0,2.0,5.0,8.0,1.0,3.0,4.0,6.0,7.0,9.0,0.0,3,8,,,1.0,False,0.51354,17,True,22.06479256932038,118.0,16.0,Adult,0.5,False
69,18,1,2,5,8,1,4,7,3,6,9,1.0,2.0,5.0,8.0,1.0,3.0,4.0,6.0,7.0,9.0,1.0,3,8,,,1.0,False,1.4402,18,True,22.06479256932038,118.0,16.0,Adult,0.5,False
69,19,1,1,6,9,3,4,8,2,5,7,2.0,3.0,4.0,8.0,1.0,2.0,5.0,6.0,7.0,9.0,1.0,3,8,,,1.0,False,0.85571,19,True,22.06479256932038,118.0,16.0,Adult,0.5,False
69,20,1,1,6,9,3,4,8,2,5,7,2.0,3.0,4.0,8.0,1.0,2.0,5.0,6.0,7.0,9.0,0.0,3,8,,,1.0,False,0.60617,20,True,22.06479256932038,118.0,16.0,Adult,0.5,False
69,21,2,1,6,9,3,5,7,2,4,8,3.0,2.0,4.0,8.0,1.0,3.0,5.0,6.0,7.0,9.0,0.0,2,5,,,0.0,True,1.223,1,True,22.06479256932038,118.0,8.0,Adult,0.5,False
69,22,2,2,4,9,3,5,7,1,6,8,1.0,2.0,4.0,9.0,1.0,3.0,5.0,6.0,7.0,8.0,0.0,2,5,,,0.0,True,0.77436,2,True,22.06479256932038,118.0,8.0,Adult,0.5,False
69,23,2,3,4,8,1,5,7,2,6,9,2.0,1.0,5.0,7.0,2.0,3.0,4.0,6.0,8.0,9.0,1.0,2,5,,,1.0,True,1.6438,3,True,22.06479256932038,118.0,8.0,Adult,0.5,False
69,24,2,2,4,7,3,6,8,1,5,9,3.0,1.0,5.0,9.0,2.0,3.0,4.0,6.0,7.0,8.0,1.0,2,5,,,1.0,True,1.2032,4,True,22.06479256932038,118.0,8.0,Adult,0.5,False
69,25,2,3,4,9,1,5,8,2,6,7,2.0,1.0,5.0,8.0,2.0,3.0,4.0,6.0,7.0,9.0,1.0,2,5,,,1.0,True,0.92078,5,True,22.06479256932038,118.0,8.0,Adult,0.5,False
69,26,2,2,4,8,1,5,7,3,6,9,2.0,1.0,5.0,7.0,2.0,3.0,4.0,6.0,8.0,9.0,1.0,2,5,,,1.0,True,1.1044,6,True,22.06479256932038,118.0,8.0,Adult,0.5,False
69,27,2,2,4,7,1,6,8,3,5,9,2.0,1.0,6.0,8.0,2.0,3.0,4.0,5.0,7.0,9.0,0.0,2,5,,,0.0,True,1.2547,7,True,22.06479256932038,118.0,8.0,Adult,0.5,False
